998,3-5月,1-2天,1000以内,独行,上海/上海植物园
999,12-2月,3-5天,1000-5000,朋友,济州岛/福冈/日本/长崎/上海
1000,3-5月,1-2天,1000以内,独行,世纪公园/上海
1001,3-5月,3-5天,5000-10000,情侣/夫妻,上海/杭州/南京/扬州/外滩/南浔古镇/夫子庙/瘦西湖/高邮/西湖/豫园/南浔/小桥流水人家
1002,9-11月,3-5天,1000-5000,朋友,上海/乌镇/南京路步行街/外滩/华美国际酒店/田子坊/东方明珠/西栅/东栅/小桥流水人家/武康路/人民广场/1933老场坊
1003,其他,9-14天,1000-5000,父母,火车上/杭州五洋公馆/灵隐寺/苏堤/岳庙/岳王庙景区/杭州五洋公馆/杭州风荷国际青年旅舍/知味观(湖滨总店)/南宋御街/断桥残雪/咖啡陪你 Caffe bene（湖滨路店）/杭州火车东站高级酒店/西溪国家湿地公园/保俶塔/杭州葛岭/COSTA COFFEE(杭州火车东站店)/龙井村/九溪烟树/钱塘江大桥/六和塔/钱塘江大桥/肯德基(新火车东站售票厅店)/上海老陕客栈/如家派柏·云酒店（上海南京路店）/外滩观光隧道/上海博物馆/豫园/上海老陕客栈/西塘风景区/上海影视乐园/上海滨江森林公园/田子坊艺术中心/外滩观光隧道/上海滨江森林公园/武康大楼/上海浦东国际机场/上海浦东机场2号候机楼计时宾馆
1004,9-11月,6-8天,1000-5000,情侣/夫妻,浦东机场/静安区江宁路/上海/豫园/城隍庙旅游区/中实大楼/南京路步行街/外滩/颐和路/狮子路/夫子庙/新街口/侵华日军南京大屠杀遇难同胞纪念馆/老东门/南京1912街/苏州/留园/苏州工业园区/苏州大学 /平江路
1005,其他,15天以上,1000-5000,独行,忻州市保德/忻州市/山西太原市/山西太原市/河南登封/河南郑州/湖北武汉/湖北武汉/湖南长沙/湖南长沙/浙江杭州/浙江杭州/上海市/上海市/上海市/江苏南京市/江苏南京市/山东济南/山东济南/河北石家庄/山西太原/山西朔州/忻州市保德
1006,3-5月,1-2天,1000以内,朋友,上海野生动物园/上海
1007,6-8月,6-8天,1000-5000,独行,杭州/满陇桂雨/西湖/苏堤/杨公堤/柳浪闻莺/雷峰塔/上海/雏菊青年旅舍/曲院风荷/花港观鱼/外滩/豫园/东方明珠/田子坊
1008,3-5月,1-2天,1000以内,独行,上海/田子坊
1009,其他,6-8天,1000-5000,朋友,广州白云国际机场/中华艺术宫/上海城隍庙/外滩/中山陵园风景区/侵华日军南京大屠杀遇难同胞纪念馆/夫子庙/灵山大佛/唐寅园/山塘古街/南浔古镇/乌镇/杭州宋城景区/西溪国家湿地公园/西湖/杭州萧山国际机场
1010,3-5月,9-14天,1000-5000,独行,沈阳桃仙国际机场/上海浦东国际机场/上海虹桥/杭州火车东站/海友酒店（杭州西湖体育场路店）/断桥残雪/柳浪闻莺/吴山广场/清河坊街/白堤/苏堤/曲院风荷/黄龙洞景区/西塘风景区/西塘风景区/家乐福(万达店)/苏州博物馆/寒山寺/金鸡湖商圈/留园/上海浦东国际机场
1011,其他,1-2天,1000以内,朋友,田子坊/泰迪之家(田子坊店)/田子坊/绍兴路
1012,3-5月,1-2天,1000以内,朋友,阳春
1013,其他,1-2天,1000-5000,独行,佛罗伦萨小镇
1014,其他,3-5天,10000以上,朋友,上海浦东国际机场/张家界荷花国际机场/张家界阳光大酒店/天门山国家森林公园/张家界盛美达维景国际度假酒店/百龙天梯/袁家界/杨家界/溪布街/张家界盛美达维景国际度假酒店/金鞭溪大峡谷/张家界/上海
1015,3-5月,3-5天,1000-5000,朋友,上海/上海影视乐园/松江/外白渡桥/泰晤士小镇/豫园/外滩/田子坊/思南路
1016,3-5月,1-2天,1000-5000,情侣/夫妻,崇明/瀛东村/明珠湖公园
1017,6-8月,15天以上,1000-5000,朋友,海上国际影城/k11购物艺术中心/猫的天空之城概念书店（上海大学路店）/乐开书店/523のsweety home/523のsweety home/温岭火车站/外白渡桥/外滩/海上国际影城/华东师范大学
1018,12-2月,1-2天,1000以内,朋友,西塘风景区/东平国家森林公园/西沙湿地公园
1019,3-5月,3-5天,10000以上,独行,上海/甜爱路/香格里拉/静安香格里拉大酒店/东方明珠
1020,6-8月,1-2天,1000以内,朋友,上海/上海影视乐园/苏州河/上海老街/人民广场/锦江乐园
1021,其他,6-8天,1000-5000,情侣/夫妻,小窝/石家庄正定国际机场/福州长乐国际机场/长乐/厦门北站101驿站/曾厝安/码头/鼓浪屿/艺之乡画之旅/日光岩/郑成功纪念馆/八婆婆烧仙草(太平路店)/菽庄花园/塔头海鲜大排档/一国两制/厦门大学/go 上海/厦门北站
1022,6-8月,1-2天,1000以内,独行,上海/淮海路/上海工艺美术博物馆
1023,6-8月,1-2天,1000以内,朋友,上海梦想家
1024,12-2月,15天以上,5000-10000,朋友,杨堤/九马画山/龙颈河漂流/月亮湾/汪口/思溪/上下晓起/屯溪老街/飞来石/梦笔生花/一线天/鲁朗林海/乌镇/江南民俗馆/皮影戏馆/吴哥寺/吴哥的微笑/战象台阶/癞王台阶/托玛农神庙/班提色玛寺/西池/老市场/吴哥夜市/厦门大学芙蓉湖/万国建筑博览/禾木风景区/喀纳斯图瓦村/禾木桥/巴丹吉林沙漠/香格里拉/素帖山国家公园/松达寺/南湾游憩区/垦丁大街/高雄85大楼/高雄港/诚品书店（信义店）/小梅沙/仙湖植物园/西贡/麦理浩径/上环/主教山小堂/妈阁庙/圣老楞佐堂/海事博物馆/郑家大屋/恒友鱼蛋(大巷店)/亚婆井前地/岗顶前地/港务局大楼/钜记手信/大三巴牌坊/澳门历史城区/玛嘉烈蛋挞（新马路店）/大运河购物中心/威尼斯人国际娱乐场/黑沙海滩/国家大剧院/外滩/斯大林公园/太阳岛雪博会/冰雪大世界/云水谣古镇/科伦坡/吉隆坡火车总站
1025,6-8月,1-2天,1000-5000,情侣/夫妻,新场古镇
1026,其他,1-2天,1000以内,朋友,TUKTurkishKebab土耳其烤肉
1027,9-11月,1-2天,1000以内,独行,上海/外滩/黄浦公园/苏州河/外白渡桥/和平饭店/豫园/老城隍庙/福佑路/东方明珠/欢乐谷
1028,3-5月,3-5天,10000以上,情侣/夫妻,上海--泰州/泰州老街/泰州老街/千垛景区/扬州 冶村/扬州瘦西湖/怡园饭店
1029,3-5月,1-2天,1000以内,朋友,南门观光大堤/瀛洲公园/西来农庄/西沙湿地/前卫村农家乐/前卫村农家乐/南江风韵度假村
1030,3-5月,1-2天,1000以内,独行,捷克/上海当代艺术博物馆
1031,9-11月,1-2天,1000以内,朋友,徐家汇公园/上海
1032,3-5月,1-2天,1000以内,独行,上海/松江/泰晤士小镇/上海鲜花港
1033,9-11月,1-2天,5000-10000,独行,中国航海博物馆
1034,3-5月,6-8天,10000以上,情侣/夫妻,马累市/阿雅达岛（阿雅达度假村）/kaadedhdhoo airport/阿雅达岛（阿雅达度假村）/阿雅达岛（阿雅达度假村）/阿雅达岛（阿雅达度假村）/上海
1035,12-2月,1-2天,1000以内,朋友,很高兴遇见你/咖咖奥
1036,9-11月,6-8天,1000-5000,独行,上海浦东/台北101大楼/台北淡水/真理大学/淡水中学/百叶温州馄饨/桃园机场/台湾大学/藤原/大安森林公园
1037,9-11月,1-2天,1000以内,父母,上海博物馆/豫园/外滩/上海动物园/龙华寺/古猗园
1038,9-11月,1-2天,1000以内,朋友,上海
1039,3-5月,6-8天,1000-5000,情侣/夫妻,黄山/西海大峡谷/上海/吉泰连锁/外滩/豫园/人民广场/黄山风景区/云谷寺/白云溪/玉屏楼/迎客松/周庄/云海楼/排云亭/天海/一线天/百步云梯/双桥
1040,12-2月,1-2天,10000以上,朋友,上海/美豪酒店
1041,3-5月,1-2天,1000-5000,情侣/夫妻,西塘/上海/嘉善/卧龙桥/烟雨长廊/西园
1042,3-5月,1-2天,1000以内,朋友,上海
1043,6-8月,1-2天,1000以内,朋友,玛雅海滩水公园
1044,其他,1-2天,1000以内,朋友,1933老场坊/外滩/上海
1045,3-5月,1-2天,1000以内,朋友,松江/上海辰山植物园
1046,6-8月,15天以上,1000-5000,独行,暹粒/女王宫/东梅奔寺/吴哥的微笑/战象台阶/癞王台阶/中央市场/人民公园/淀山湖风景区/月湖雕塑公园/陆家嘴中心绿地/中华艺术宫/上海国际赛车场/徐家汇公园/中国航海博物馆/金山城市沙滩/卢浦大桥/上海鲜花港/红坊/思南路/东林寺/M50创意园/东方绿舟/佘山天主教堂/外滩/静安寺/银涛高尔夫球会/碧海金沙/上海世纪大道/福佑路/苏州河/星期8小镇/上海博物馆/上海玻璃博物馆/龙华寺/东平国家森林公园/福州/四方街/束河古镇/茶马古道博物馆/玉龙雪山国际高尔夫俱乐部/昆明/西湖天地/苏州评弹博物馆/苏州太湖牛仔风情度假村/陆巷古村/洞庭东山/甪直古镇/苏州博物馆/中国昆曲博物馆/西安博物院/陕西历史博物馆/西安碑林博物馆/回民街/“西部之光”陕西广播电视塔/秦始皇兵马俑博物馆/西安/云霄路美食街/青岛登州路啤酒街/第一海水浴场/第二海水浴场/月沼/南湖/汪氏宗祠/承志堂/新罗免税店（首尔店）/泰迪熊博物馆/德寿宫/景福宫/京都塔/名古屋城/大阪/京都车站大厦/清水寺/老邮局/逢源双桥/西栅/南京明故宫遗址公园/无锡博物院/东林书院/南禅寺/南长街/蠡湖中央公园
1047,3-5月,3-5天,1000以内,朋友,上海/松江
1048,6-8月,3-5天,1000-5000,朋友,上海/乌镇/西栅/东栅/高老庄/外滩/昆山/亭林园/千灯古镇
1049,9-11月,1-2天,1000以内,朋友,南京路步行街
1050,9-11月,6-8天,1000-5000,父母,浦口火车站/玄武湖/夫子庙秦淮河风光带/中山陵园风景区/中山陵园风景区/个园/留园/苏州河/西湖音乐喷泉/西湖/岳王庙景区/西湖/西塘风景区/外滩/上海城隍庙/上海金茂大厦/上海黄浦江/锡惠公园/无锡锡惠公园/太湖仙岛/池州清溪河畔/池州清溪河畔/池州百牙公园/池州清溪河畔/池州百牙公园/庐山五老峰/庐山好运石/庐山风景名胜区/庐山门前/武汉长江大桥/汉江江滩/武昌火车站
1051,其他,1-2天,1000以内,朋友,外滩6号/东京和食 Sun with AQUA
1052,3-5月,1-2天,1000以内,独行,南翔古镇
1053,6-8月,1-2天,1000以内,独行,枫泾古镇
1054,9-11月,1-2天,5000-10000,独行,古猗园/青清园/后韵馆/龟山/不可无竹居/猗园/微音阁/盆景园/古猗园餐厅
1055,6-8月,6-8天,1000-5000,父母,上海/东方明珠/外滩/杭州/西湖/西塘/苏州/南宋御街/吴山夜市/吴山广场/柳浪闻莺/雷峰塔/周庄/狮子林/苏州博物馆/南京路步行街
1056,3-5月,3-5天,1000-5000,情侣/夫妻,张家界/上海/武陵源/黄石寨/袁家界/天子山/黄龙洞/十里画廊
1057,其他,3-5天,1000-5000,情侣/夫妻,广州白云国际机场/上海寰星酒店/豫园/南京路步行街/外滩3号/1933老场坊/甜爱路/上海虹桥国际机场
1058,9-11月,1-2天,1000以内,朋友,青浦/金泽
1059,3-5月,1-2天,1000以内,朋友,陶家湾休闲农庄
1060,其他,1-2天,1000以内,独行,小桃园清真寺/上海老街/上海外滩景观大道，上海/苏州河/周公馆/思南公馆/刘海粟旧居/小桃园清真寺/上海老街/上海城隍庙/上海老街/董家渡/童涵春堂国药号/金陵大楼/联谊大厦/外滩华尔道夫酒店·婚宴/外滩，上海/外滩观景大道/大壶春（四川中路店）/四川中路大楼/四川北路邮政总局/河南路桥/河滨大楼/周公馆
1061,其他,1-2天,1000以内,朋友,食之秘（正大广场店）/滨江大道/东昌路渡口/金陵东路渡口/外滩/福州路文化街/启路KeyRoad（福州路店）/外滩
1062,9-11月,1-2天,1000-5000,独行,城隍庙旅游区/上海城隍庙/城隍庙旅游区
1063,12-2月,1-2天,1000-5000,朋友,朱家角/新场古镇
1064,12-2月,6-8天,1000-5000,独行,杭州/上海/萧山/西湖/钱塘江/六和塔/云栖竹径/灵隐寺/茅家埠/苏堤/白堤/乌镇/西栅/东栅/新天地/田子坊
1065,其他,3-5天,10000以上,情侣/夫妻,上海/豫园/榕菲宾馆/泰晤士小镇/新天地/外滩/中华艺术宫/上海博物馆
1066,其他,1-2天,1000-5000,父母,豫园/城隍庙旅游区
1067,6-8月,1-2天,1000以内,朋友,松江
1068,3-5月,1-2天,1000以内,朋友,西沙湿地公园/东平国家森林公园/前卫生态村
1069,6-8月,3-5天,1000-5000,朋友,日则沟/九寨沟/则查洼沟/树正沟/五彩池/原始森林/箭竹海/熊猫海/熊猫海瀑布/珍珠滩瀑布/诺日朗瀑布/边边街/长海/犀牛海/老虎海/树正群海/芦苇海/盆景滩/新九寨宾馆
1070,9-11月,6-8天,1000-5000,朋友,上海/田子坊/新天地/人民广场/外白渡桥/外滩/苏州/苏州博物馆/鹤园/拙政园/老码头/南京路步行街
1071,3-5月,1-2天,1000以内,情侣/夫妻,上海/古猗园/古钟园/奉贤/紫藤园
1072,其他,1-2天,1000以内,朋友,上海/秋霞圃/松江醉白池/豫园/古漪园/青浦曲水园
1073,12-2月,3-5天,1000-5000,独行,广州/西安/雁塔/大雁塔北广场/上海/外滩/沙面
1074,9-11月,1-2天,1000以内,朋友,上海漕河泾万丽酒店/上海
1075,6-8月,1-2天,1000以内,朋友,超实用手绘美食地图/苏州火车站/大霞台/拙政园/蘇州博物館/平江路历史街区/阿木舂记·传统小吃/蟹壳黄小铺/洋洋中餐馆(十全街店)/乐格子WaffleFun比利时列日松饼专卖店/山塘古街/大阿二生煎(山塘街店)/潘记藏书羊肉老店/海角七号意大利冰激淋店/苏州生肖邮票博物馆/苏州火车站
1076,12-2月,6-8天,1000-5000,朋友,汉庭酒店/中山公园/上海/无锡/苏州/梅园
1077,9-11月,1-2天,1000-5000,朋友,上海/卢浦大桥
1078,9-11月,1-2天,1000以内,情侣/夫妻,松江/上海/佘山国家森林公园/潮音庵
1079,9-11月,3-5天,1000-5000,朋友,青浦
1080,3-5月,1-2天,1000-5000,独行,青浦
1081,其他,1-2天,1000以内,朋友,金玉兰顺风
1082,3-5月,1-2天,5000-10000,朋友,上海/海湾国家森林公园
1083,9-11月,1-2天,5000-10000,独行,上海科技馆/上海科技馆
1084,9-11月,6-8天,1000-5000,朋友,大理/喜洲/洱海/丽江/丽江自由生活驿站/泸沽湖/泸沽湖里格心晴客栈/泸沽湖里格心晴客栈/丽江古城/丽江自由生活驿站/上海/四方街/观景台/草海
1085,6-8月,1-2天,1000以内,独行,召稼楼
1086,9-11月,1-2天,1000以内,情侣/夫妻,上海老街/上海/外滩/豫园/老城隍庙/九曲桥/福佑路
1087,6-8月,3-5天,1000-5000,父母,上海/春申江/吴江路/外白渡桥/外滩/淮海路/东方明珠/上海环球金融中心/田子坊/中山公园/鲁迅公园/鲁迅纪念馆/豫园
1088,12-2月,15天以上,5000-10000,朋友,黄石国家公园/秦陵地宫/米拉山口/巴松措/哈巴雪山/陕西历史博物馆/华山/西安植物园/青龙寺/熊猫海瀑布/五花海/南山文化旅游区/亚龙湾蝴蝶谷/宗角禄康公园/虞山景区/兴福寺/平湖秋月/台北故宫博物院/高雄港/圆山大饭店/宽窄巷子/美国国家二战纪念碑/杰斐逊纪念堂/古根海姆博物馆/布鲁克林大桥/中央车站/永远的草莓地/自由之路/儿童博物馆/卢浦大桥/世博轴/上海科技馆/英吉利湾/露易丝湖/太空针塔/狮门大桥/格兰维尔岛/蒸汽钟/耶鲁镇/温哥华唐人街/人民公园/上海城市规划展示馆/统一宫/婆那加占婆塔/月亮湾/许国石坊/东滩湿地公园/都喜天阙岛/都喜天阙岛/米拉贝尔宫殿和花园/莫扎特出生地/粮食胡同/哈尔施塔特/哈尔施塔特/哈尔施塔特湖/国家歌剧院/维也纳音乐协会/提恩教堂/火药塔/伏尔塔瓦河/伏尔塔瓦河/孔庙/帽儿胡同/奥林匹克公园/鸟巢（国家体育场）/水立方（国家游泳中心）/钟山风景名胜区/京都塔/兴福寺/婺源篁岭/中山植物园/十全街/十全街/葡京娱乐场/澳门威尼斯人度假村
1089,其他,1-2天,5000-10000,父母,放生桥/上海/朱家角/北大街/报国寺/玉佛寺/席氏厅堂/王昶纪念馆/课植园/珠溪园
1090,6-8月,6-8天,10000以上,朋友,上海/仁川国际机场/首尔/乐天世界酒店/Lotte Hotel World Seoul (首尔乐天世界酒店)/坡州市/梨花壁画村/新罗免税店（首尔店）/首尔/爱宝乐园/HelloapM/东大门设计广场（DDP）/首尔/汉江游轮面包秀/乐天世界/景福宫/N首尔塔/明洞/Onemount冰雪乐园/弘大毕加索街
1091,6-8月,1-2天,1000以内,独行,庐山
1092,12-2月,3-5天,1000-5000,朋友,西安咸阳国际机场/无锡东站/虹桥机场/磁悬浮/浦东机场/华清爱琴海温泉/华清爱琴海温泉/华清宫
1093,3-5月,1-2天,1000以内,父母,上海/欢乐谷
1094,3-5月,1-2天,1000以内,朋友,上海南园
1095,12-2月,3-5天,1000以内,朋友,外滩/人民广场/中国海盐博物馆
1096,其他,1-2天,1000以内,父母,舒友海鲜姿造
1097,其他,1-2天,1000以内,朋友,半咖啡
1098,3-5月,1-2天,1000以内,独行,南园
1099,6-8月,6-8天,5000-10000,独行,上海/东京/新宿御苑/桜\u3000うどん/渋谷住宅区/井の頭公園/麦当劳 吉祥寺/三鷹の森ギブリ美術館/吉祥寺/sunshine city 池袋/東京大学/浅草寺/東京スカイツリー/お台場海浜公園/富士电视台/東京タワ
1100,3-5月,1-2天,1000以内,朋友,浦江
1101,3-5月,3-5天,1000-5000,朋友,南翔古镇/云翔寺/古猗园/嘉定区/上海/田子坊/外滩/朱家角/七宝老街/北大街/新天地/陈逸飞工作室旧址
1102,12-2月,6-8天,5000-10000,父母,巴厘岛/上海/库塔/海神庙/乌布/象窟/圣泉寺/乌布皇宫
1103,其他,1-2天,1000以内,情侣/夫妻,老码头/上海/豫园/淮海路/新天地/外滩/上海环球金融中心
1104,3-5月,9-14天,5000-10000,父母,上海/上海梅龙镇广场/锅品面吧(吴江路店)/爱茜茜里意大利手工冰淇淋/上海/上海/中信银行/GODIVA CHOCOLATIER/永华电影院/一风堂
1105,6-8月,6-8天,1000以内,父母,马尔代夫/马累/上海
1106,9-11月,1-2天,10000以上,独行,上海/复旦大学/外滩/南京路步行街/东方明珠/田子坊/豫园
1107,6-8月,1-2天,1000以内,父母,上海/全季酒店
